"light" "growth"
"1" 32.3492872295901 118.205231977571
"2" 58.8406620547175 138.027753170959
"3" 75.0545175746083 185.784356615877
"4" 28.1499307602644 135.416515072826
"5" 89.5214010262862 177.226276332217
"6" 61.543848994188 149.573114075291
"7" 18.0519790155813 70.8383578044305
"8" 0.30483384616673 13.6191473394788
"9" 64.3061596900225 144.8105916464
"10" 23.6945456592366 111.344068433514
"11" 78.8737126626074 151.019970537662
"12" 37.2075477149338 106.67520903414
"13" 33.8745309505612 152.176201243992
"14" 58.205882133916 174.275510835236
"15" 38.1017490988597 116.933588506989
"16" 38.4656862588599 147.085092244165
"17" 74.4942657649517 161.177213016175
"18" 87.7403588267043 221.054996115738
"19" 74.3089684750885 214.16403153392
"20" 65.074622258544 194.642752845854
"21" 62.4396858038381 196.697445505839
"22" 19.8462770553306 109.990958779006
"23" 78.0505063012242 219.601605135295
"24" 20.5520131159574 118.532498275551
"25" 44.240548228845 137.77185599048
"26" 3.35290266666561 14.8033837556966
"27" 57.4707229388878 159.535821253912
"28" 53.2056238036603 192.894684431797
"29" 14.5894292509183 89.3089510461862
"30" 52.2982566151768 143.681606671915
"31" 43.5952551197261 149.117536611706
"32" 96.3548089144751 151.720517865872
"33" 32.8702382044867 130.584150309055
"34" 16.4728210540488 80.8714352437893
"35" 41.8063032673672 161.210669749205
"36" 14.7777941543609 81.5346970296608
"37" 27.6816344819963 101.353253298663
"38" 85.5519841425121 185.912600994431
"39" 61.9148870930076 144.588509233575
"40" 64.6069095935673 154.713335521688
"41" 28.5928682424128 132.315165734619
"42" 51.7533203354105 113.905360529086
"43" 82.5304739875719 196.776030587652
"44" 5.18852849490941 38.2733984169034
"45" 70.3315159073099 171.982879821387
"46" 62.1507121948525 136.227681329515
"47" 14.0563846100122 75.415920775693
"48" 63.0514051299542 158.199891595342
"49" 72.6917567662895 192.918218130622
"50" 3.27890394255519 26.9554318379357
"51" 67.0644951751456 186.6292797759
"52" 83.7589401751757 263.9174959391
"53" 90.8518305979669 163.871235183617
"54" 79.9831280484796 169.742270317041
"55" 47.8879333240911 150.181330720663
"56" 40.2766432845965 118.971085769603
"57" 13.7537024449557 63.7572996029523
"58" 1.14709285553545 1.28718386916866
"59" 67.6315148826689 167.381211815592
"60" 19.3847524235025 63.8368004291238
"61" 63.9487568289042 195.224704547066
"62" 89.6246248623356 211.679356974743
"63" 85.179589362815 218.910137741516
"64" 57.575027178973 212.129123841498
"65" 7.27503991220146 40.5851923070787
"66" 78.1401219079271 195.839268516731
"67" 68.8786735758185 165.199499783542
"68" 27.3048144998029 107.33879072832
"69" 94.2085594404489 218.325977289407
"70" 30.2573401480913 150.832098776333
"71" 36.9332136353478 139.058952531391
"72" 35.2448811987415 151.955648120399
"73" 55.1541465101764 155.844027142881
"74" 82.8585032606497 190.638740191506
"75" 51.4076558640227 150.826417108472
